timeseries,GenVariableOMCostsInTP,FuelCostsPerTP,PurchasedPowerCost,NonEnergyCharge
202604,0,0,163424,189352
202605,0,0,163658,187519
202606,0,0,154755,182207
202607,0,0,158365,184993
202608,0,0,145023,169892
202609,0,0,159955,177275
202610,0,0,174282,180541
202611,0,0,184234,174690
202612,0,0,178362,161853
202701,0,0,188146,197950
202702,0,0,165538,185373
202703,0,0,136968,160448
202704,0,0,157989,201147
202705,0,0,157253,199201
202706,0,0,148916,193558
202707,0,0,152092,196517
202708,0,0,138754,180476
202709,0,0,153406,188318
202710,0,0,168552,191788
202711,0,0,179664,185572
202712,0,0,175484,171935
202801,0,0,183375,210372
202802,0,0,159391,197007
202803,0,0,130983,170517
202804,0,0,150461,213771
202805,0,0,148619,211702
202806,0,0,140998,205705
202807,0,0,143504,208850
202808,0,0,130214,191802
202809,0,0,144291,200137
202810,0,0,159945,203824
202811,0,0,172100,197218
202812,0,0,169622,182726
202901,0,0,177597,223202
202902,0,0,152148,209022
202903,0,0,123857,180917
202904,0,0,141825,226808
202905,0,0,139011,224613
202906,0,0,132381,218251
202907,0,0,134348,221587
202908,0,0,121272,203500
202909,0,0,135030,212343
202910,0,0,151620,216255
202911,0,0,165347,209246
202912,0,0,165034,193870
203001,0,0,41688,59212.5
203001,0,0,56921.5,80849.7
203001,0,0,52913.8,75157.3
203002,0,0,38444.5,60548.8
203002,0,0,51464.7,81055.3
203002,0,0,48072.8,75713.1
203003,0,0,48165.2,81446.1
203003,0,0,38754.5,65532.8
203003,0,0,34082.4,57632.4
203004,0,0,37990.7,70612
203004,0,0,44201.5,82155.9
203004,0,0,45541.1,84645.7
203005,0,0,44665.3,84700.8
203005,0,0,38059.4,72173.8
203005,0,0,42904,81360.8
203006,0,0,42237.3,81361.8
203006,0,0,41040.4,79056.1
203006,0,0,39636.3,76351.5
203007,0,0,41488.6,80264.6
203007,0,0,33941.5,65663.7
203007,0,0,43938.3,85003.7
203008,0,0,35241.2,69845.4
203008,0,0,37192.6,73712.9
203008,0,0,45342.3,89864.9
203009,0,0,39411.1,72752.8
203009,0,0,50457.4,93144.2
203009,0,0,41666.4,76916
203010,0,0,45986.3,75788.4
203010,0,0,47530.5,78333.2
203010,0,0,55815.9,91988.2
203011,0,0,61635.6,88666.2
203011,0,0,47947,68974.4
203011,0,0,52687.8,75794.4
203012,0,0,69736.8,91780.8
203012,0,0,53358,70224.6
203012,0,0,53497.6,70408.4
203101,0,0,171588,258434
203102,0,0,144557,242015
203103,0,0,116133,209474
203104,0,0,132623,262609
203105,0,0,128543,260068
203106,0,0,123015,252701
203107,0,0,124288,256564
203108,0,0,111417,235621
203109,0,0,124926,245860
203110,0,0,142916,250390
203111,0,0,158850,242275
203112,0,0,161297,224471
203201,0,0,172402,273301
203202,0,0,144880,255937
203203,0,0,115975,221524
203204,0,0,132614,277716
203205,0,0,128344,275028
203206,0,0,122884,267238
203207,0,0,124080,271323
203208,0,0,111228,249176
203209,0,0,124823,260003
203210,0,0,143218,264794
203211,0,0,159629,256212
203212,0,0,162527,237384
203301,0,0,173205,285927
203302,0,0,145187,267761
203303,0,0,115789,231758
203304,0,0,132580,290546
203305,0,0,128112,287734
203306,0,0,122728,279584
203307,0,0,123839,283858
203308,0,0,111010,260687
203309,0,0,124691,272015
203310,0,0,143499,277027
203311,0,0,160402,268049
203312,0,0,163762,248351
203401,0,0,173998,300997
203402,0,0,145477,281874
203403,0,0,115573,243973
203404,0,0,132517,305860
203405,0,0,127849,302900
203406,0,0,122545,294320
203407,0,0,123567,298819
203408,0,0,110761,274427
203409,0,0,124528,286352
203410,0,0,143757,291629
203411,0,0,161168,282176
203412,0,0,165005,261441
203501,0,0,42877.2,77438.5
203501,0,0,58521.7,105693
203501,0,0,54369.7,98194.6
203502,0,0,39153,79409
203502,0,0,52204.5,105880
203502,0,0,48675,98721.1
203503,0,0,48034.6,106566
203503,0,0,38599.1,85633.2
203503,0,0,34146.6,75755.2
203504,0,0,38109.2,92306.7
203504,0,0,44376.3,107487
203504,0,0,45680.1,110645
203505,0,0,44574.4,111008
203505,0,0,37973.5,94569.4
203505,0,0,42731.1,106418
203506,0,0,42229.6,106548
203506,0,0,41048,103567
203506,0,0,39666,100080
203507,0,0,41333.2,105085
203507,0,0,33928.9,86260.1
203507,0,0,43792.8,111338
203508,0,0,35185.1,91653.5
203508,0,0,37084.4,96600.9
203508,0,0,45184.1,117700
203509,0,0,39478.2,95351.5
203509,0,0,50431.6,121807
203509,0,0,41659.2,100619
203510,0,0,46657.1,99097.8
203510,0,0,48170.9,102313
203510,0,0,56631.5,120283
203511,0,0,63365.5,115802
203511,0,0,49403.8,90286.2
203511,0,0,54136.8,98935.8
203512,0,0,72717.1,119921
203512,0,0,55701.1,91859.4
203512,0,0,55821.5,92058
203601,0,0,174890,332422
203602,0,0,144961,310494
203603,0,0,114657,269330
203604,0,0,131926,338063
203605,0,0,127065,334701
203606,0,0,122107,325735
203607,0,0,122947,330508
203608,0,0,110163,303825
203609,0,0,123728,316464
203610,0,0,143293,321791
203611,0,0,161670,311169
203612,0,0,167266,288913
203701,0,0,174163,348788
203702,0,0,143846,325780
203703,0,0,113467,282589
203704,0,0,130665,354706
203705,0,0,125882,351179
203706,0,0,121022,341771
203707,0,0,121841,346779
203708,0,0,109018,318783
203709,0,0,122415,332043
203710,0,0,142006,337633
203711,0,0,160880,326488
203712,0,0,167406,303136
203801,0,0,173382,366176
203802,0,0,142678,342021
203803,0,0,112226,296678
203804,0,0,129344,372389
203805,0,0,124644,368686
203806,0,0,119887,358810
203807,0,0,120682,364067
203808,0,0,107817,334675
203809,0,0,121039,348597
203810,0,0,140649,354465
203811,0,0,160039,342765
203812,0,0,167522,318248
203901,0,0,172546,384178
203902,0,0,141457,358835
203903,0,0,110932,311263
203904,0,0,127963,390696
203905,0,0,123350,386812
203906,0,0,118702,376450
203907,0,0,119468,381966
203908,0,0,106560,351129
203909,0,0,119598,365735
203910,0,0,139221,371891
203911,0,0,159146,359616
203912,0,0,167613,333894
