timeseries,GenVariableOMCostsInTP,FuelCostsPerTP,PurchasedPowerCost,NonEnergyCharge
202305,0,0,179312,153499
202306,0,0,178735,149151
202307,0,0,182570,151431
202308,0,0,167238,139070
202309,0,0,175162,145114
202310,0,0,178871,147787
202311,0,0,174911,142997
202312,0,0,161953,132489
202401,0,0,183070,162107
202402,0,0,170075,151808
202403,0,0,149011,131396
202404,0,0,182529,164726
202405,0,0,183462,163132
202406,0,0,182659,158511
202407,0,0,187240,160934
202408,0,0,171878,147797
202409,0,0,179845,154220
202410,0,0,183750,157061
202411,0,0,178978,151971
202412,0,0,165809,140803
202501,0,0,45697.7,42706.6
202501,0,0,62396.4,58312.3
202501,0,0,58003.2,54206.7
202502,0,0,46158,43670.4
202502,0,0,61790.6,58460.5
202502,0,0,57718.2,54607.5
202503,0,0,62979,58742.4
202503,0,0,50673.8,47265
202503,0,0,44564.8,41567
202504,0,0,53464,50928.4
202504,0,0,62204.6,59254.3
202504,0,0,64089.7,61050.1
202505,0,0,65055.8,61089.8
202505,0,0,55434.3,52054.8
202505,0,0,62490.5,58680.9
202506,0,0,64004.7,58681.6
202506,0,0,62190.9,57018.7
202506,0,0,60063.2,55067.9
202507,0,0,63960.1,57890.2
202507,0,0,52325.1,47359.5
202507,0,0,67736.6,61308.3
202508,0,0,55711.7,50375.5
202508,0,0,58796.6,53164.9
202508,0,0,71680.2,64814.4
202509,0,0,58096,52472.4
202509,0,0,74379.4,67179.6
202509,0,0,61420.5,55475.1
202510,0,0,60707,54661.8
202510,0,0,62745.5,56497.3
202510,0,0,73683.2,66345.8
202511,0,0,71177,63949.8
202511,0,0,55369.3,49747.3
202511,0,0,60844.1,54666.1
202512,0,0,73685.6,66196.2
202512,0,0,56379.4,50649
202512,0,0,56526.9,50781.5
202601,0,0,190706,186341
202602,0,0,175636,174502
202603,0,0,154498,151039
202604,0,0,190061,189352
202605,0,0,190908,187519
202606,0,0,189960,182207
202607,0,0,195999,184993
202608,0,0,180485,169892
202609,0,0,188324,177275
202610,0,0,192450,180541
202611,0,0,185875,174690
202612,0,0,172320,161853
202701,0,0,193983,197950
202702,0,0,177818,185373
202703,0,0,156694,160448
202704,0,0,193000,201147
202705,0,0,193621,199201
202706,0,0,192480,193558
202707,0,0,199051,196517
202708,0,0,183397,180476
202709,0,0,190910,188318
202710,0,0,194902,191788
202711,0,0,187347,185572
202712,0,0,173552,171935
202801,0,0,195211,210372
202802,0,0,178265,197007
202803,0,0,157412,170517
202804,0,0,193915,213771
202805,0,0,194196,211702
202806,0,0,192745,205705
202807,0,0,199529,208850
202808,0,0,183738,191802
202809,0,0,190737,200137
202810,0,0,194410,203824
202811,0,0,186018,197218
202812,0,0,172081,182726
202901,0,0,195839,223202
202902,0,0,177890,209022
202903,0,0,157152,180917
202904,0,0,193922,226808
202905,0,0,194196,224613
202906,0,0,192770,218251
202907,0,0,200126,221587
202908,0,0,184533,203500
202909,0,0,191353,212343
202910,0,0,195066,216255
202911,0,0,186007,209246
202912,0,0,172118,193870
203001,0,0,47781.2,59212.5
203001,0,0,65241.3,80849.7
203001,0,0,60647.8,75157.3
203002,0,0,47213.5,60548.8
203002,0,0,63203.6,81055.3
203002,0,0,59038,75713.1
203003,0,0,64956.1,81446.1
203003,0,0,52264.6,65532.8
203003,0,0,45963.8,57632.4
203004,0,0,55526.5,70612
203004,0,0,64604.2,82155.9
203004,0,0,66562.1,84645.7
203005,0,0,67349.9,84700.8
203005,0,0,57389,72173.8
203005,0,0,64694.1,81360.8
203006,0,0,66102.8,81361.8
203006,0,0,64229.6,79056.1
203006,0,0,62032.1,76351.5
203007,0,0,66879.1,80264.6
203007,0,0,54713.1,65663.7
203007,0,0,70827.9,85003.7
203008,0,0,58512.4,69845.4
203008,0,0,61752.3,73712.9
203008,0,0,75283.5,89864.9
203009,0,0,60500.5,72752.8
203009,0,0,77457.8,93144.2
203009,0,0,63962.6,76916
203010,0,0,63094.2,75788.4
203010,0,0,65212.8,78333.2
203010,0,0,76580.6,91988.2
203011,0,0,72487.8,88666.2
203011,0,0,56389,68974.4
203011,0,0,61964.6,75794.4
203012,0,0,74958.9,91780.8
203012,0,0,57353.6,70224.6
203012,0,0,57503.7,70408.4
203101,0,0,195487,258434
203102,0,0,176202,242015
203103,0,0,156332,209474
203104,0,0,193581,262609
203105,0,0,193849,260068
203106,0,0,192496,252701
203107,0,0,201057,256564
203108,0,0,185906,235621
203109,0,0,192336,245860
203110,0,0,196123,250390
203111,0,0,185672,242275
203112,0,0,171903,224471
203201,0,0,195122,273301
203202,0,0,175148,255937
203203,0,0,155763,221524
203204,0,0,193222,277716
203205,0,0,193491,275028
203206,0,0,192186,267238
203207,0,0,201381,271323
203208,0,0,186476,249176
203209,0,0,192693,260003
203210,0,0,196516,264794
203211,0,0,185337,256212
203212,0,0,171641,237384
203301,0,0,194623,285927
203302,0,0,173945,267761
203303,0,0,155081,231758
203304,0,0,192729,290546
203305,0,0,193002,287734
203306,0,0,191754,279584
203307,0,0,201604,283858
203308,0,0,186964,260687
203309,0,0,192955,272015
203310,0,0,196812,277027
203311,0,0,184883,268049
203312,0,0,171270,248351
203401,0,0,193983,300997
203402,0,0,172588,281874
203403,0,0,154280,243973
203404,0,0,192096,305860
203405,0,0,192375,302900
203406,0,0,191193,294320
203407,0,0,201720,298819
203408,0,0,187363,274427
203409,0,0,193116,286352
203410,0,0,197005,291629
203411,0,0,184305,282176
203412,0,0,170783,261441
203501,0,0,47395.6,77438.5
203501,0,0,64688.6,105693
203501,0,0,60099.2,98194.6
203502,0,0,45954.3,79409
203502,0,0,61273,105880
203502,0,0,57130.3,98721.1
203503,0,0,63873.1,106566
203503,0,0,51326.4,85633.2
203503,0,0,45405.8,75755.2
203504,0,0,55056.1,92306.7
203504,0,0,64110.1,107487
203504,0,0,65993.7,110645
203505,0,0,66958.4,111008
203505,0,0,57042.8,94569.4
203505,0,0,64189.5,106418
203506,0,0,65759.6,106548
203506,0,0,63919.7,103567
203506,0,0,61767.6,100080
203507,0,0,67644.9,105085
203507,0,0,55527.2,86260.1
203507,0,0,71670.2,111338
203508,0,0,59766.8,91653.5
203508,0,0,62993,96600.9
203508,0,0,76751.3,117700
203509,0,0,61335.3,95351.5
203509,0,0,78353.1,121807
203509,0,0,64723.9,100619
203510,0,0,63862.3,99097.8
203510,0,0,65934.3,102313
203510,0,0,77514.9,120283
203511,0,0,71845.5,115802
203511,0,0,56015.3,90286.2
203511,0,0,61381.7,98935.8
203512,0,0,74432.6,119921
203512,0,0,57015.2,91859.4
203512,0,0,57138.4,92058
203601,0,0,193121,332422
203602,0,0,169699,310494
203603,0,0,152921,269330
203604,0,0,191391,338063
203605,0,0,191643,334701
203606,0,0,190917,325735
203607,0,0,202823,330508
203608,0,0,189191,303825
203609,0,0,194115,316464
203610,0,0,197776,321791
203611,0,0,183297,311169
203612,0,0,170308,288913
203701,0,0,192015,348788
203702,0,0,167829,325780
203703,0,0,151727,282589
203704,0,0,190291,354706
203705,0,0,190559,351179
203706,0,0,189926,341771
203707,0,0,202587,346779
203708,0,0,189299,318783
203709,0,0,193942,332043
203710,0,0,197631,337633
203711,0,0,182306,326488
203712,0,0,169439,303136
203801,0,0,190740,366176
203802,0,0,165775,342021
203803,0,0,150391,296678
203804,0,0,189021,372389
203805,0,0,189310,368686
203806,0,0,188780,358810
203807,0,0,202221,364067
203808,0,0,189300,334675
203809,0,0,193646,348597
203810,0,0,197361,354465
203811,0,0,181165,342765
203812,0,0,168430,318248
203901,0,0,189288,384178
203902,0,0,163528,358835
203903,0,0,148907,311263
203904,0,0,187575,390696
203905,0,0,187887,386812
203906,0,0,187472,376450
203907,0,0,201720,381966
203908,0,0,189188,351129
203909,0,0,193221,365735
203910,0,0,196960,371891
203911,0,0,179866,359616
203912,0,0,167277,333894
