timeseries,GenVariableOMCostsInTP,FuelCostsPerTP,PurchasedPowerCost,NonEnergyCharge
202906,0,0,217553,218251
202907,0,0,223622,221587
202908,0,0,201015,203500
202909,0,0,230969,212343
202910,0,0,271591,216255
202911,0,0,304795,209246
202912,0,0,312938,193870
203001,0,0,76234.3,59212.5
203001,0,0,104092,80849.7
203001,0,0,96762.8,75157.3
203002,0,0,66508.1,60548.8
203002,0,0,89032.8,81055.3
203002,0,0,83164.9,75713.1
203003,0,0,82089.2,81446.1
203003,0,0,66050.2,65532.8
203003,0,0,58087.5,57632.4
203004,0,0,62010.9,70612
203004,0,0,72148.7,82155.9
203004,0,0,74335.3,84645.7
203005,0,0,71752.9,84700.8
203005,0,0,61140.9,72173.8
203005,0,0,68923.5,81360.8
203006,0,0,67208.7,81361.8
203006,0,0,65304.2,79056.1
203006,0,0,63070,76351.5
203007,0,0,66594.3,80264.6
203007,0,0,54480.1,65663.7
203007,0,0,70526.3,85003.7
203008,0,0,55865.2,69845.4
203008,0,0,58958.6,73712.9
203008,0,0,71877.6,89864.9
203009,0,0,65171.2,72752.8
203009,0,0,83437.6,93144.2
203009,0,0,68900.6,76916
203010,0,0,80788.7,75788.4
203010,0,0,83501.4,78333.2
203010,0,0,98057.3,91988.2
203011,0,0,113063,88666.2
203011,0,0,87953,68974.4
203011,0,0,96649.5,75794.4
203012,0,0,132512,91780.8
203012,0,0,101389,70224.6
203012,0,0,101654,70408.4
203101,0,0,318070,258434
203102,0,0,253170,242015
203103,0,0,199968,209474
203104,0,0,218581,262609
203105,0,0,208286,260068
203106,0,0,197513,252701
203107,0,0,201180,256564
203108,0,0,178019,235621
203109,0,0,208522,245860
203110,0,0,254050,250390
203111,0,0,295466,242275
203112,0,0,311142,224471
203201,0,0,323624,273301
203202,0,0,256626,255937
203203,0,0,201544,221524
203204,0,0,220480,277716
203205,0,0,209551,275028
203206,0,0,198896,267238
203207,0,0,202331,271323
203208,0,0,178941,249176
203209,0,0,210096,260003
203210,0,0,257349,264794
203211,0,0,300770,256212
203212,0,0,317948,237384
203301,0,0,328939,285927
203302,0,0,259865,267761
203303,0,0,202880,231758
203304,0,0,222146,290546
203305,0,0,210568,287734
203306,0,0,200064,279584
203307,0,0,203238,283858
203308,0,0,179645,260687
203309,0,0,211426,272015
203310,0,0,260404,277027
203311,0,0,305863,268049
203312,0,0,324586,248351
203401,0,0,334018,300997
203402,0,0,262889,281874
203403,0,0,203979,243973
203404,0,0,223583,305860
203405,0,0,211341,302900
203406,0,0,201019,294320
203407,0,0,203904,298819
203408,0,0,180134,274427
203409,0,0,212515,286352
203410,0,0,263218,291629
203411,0,0,310748,282176
203412,0,0,331059,261441
203501,0,0,83131,77438.5
203501,0,0,113463,105693
203501,0,0,105413,98194.6
203502,0,0,71375.9,79409
203502,0,0,95168.7,105880
203502,0,0,88734.4,98721.1
203503,0,0,85318.6,106566
203503,0,0,68559.3,85633.2
203503,0,0,60650.9,75755.2
203504,0,0,64689.7,92306.7
203504,0,0,75328,107487
203504,0,0,77541.2,110645
203505,0,0,74041.5,111008
203505,0,0,63076.9,94569.4
203505,0,0,70979.7,106418
203506,0,0,69648.6,106548
203506,0,0,67700,103567
203506,0,0,65420.6,100080
203507,0,0,68519.1,105085
203507,0,0,56244.8,86260.1
203507,0,0,72596.3,111338
203508,0,0,57455,91653.5
203508,0,0,60556.4,96600.9
203508,0,0,73782.6,117700
203509,0,0,67747.7,95351.5
203509,0,0,86544.6,121807
203509,0,0,71490.5,100619
203510,0,0,86123.7,99097.8
203510,0,0,88918,102313
203510,0,0,104535,120283
203511,0,0,123434,115802
203511,0,0,96236.9,90286.2
203511,0,0,105457,98935.8
203512,0,0,147560,119921
203512,0,0,113031,91859.4
203512,0,0,113275,92058
203601,0,0,341914,332422
203602,0,0,265898,310494
203603,0,0,204469,269330
203604,0,0,224428,338063
203605,0,0,211483,334701
203606,0,0,201890,325735
203607,0,0,204212,330508
203608,0,0,179897,303825
203609,0,0,212688,316464
203610,0,0,265714,321791
203611,0,0,317646,311169
203612,0,0,343271,288913
203701,0,0,342959,348788
203702,0,0,265169,325780
203703,0,0,202885,282589
203704,0,0,222457,354706
203705,0,0,209646,351179
203706,0,0,200331,341771
203707,0,0,202499,346779
203708,0,0,177767,318783
203709,0,0,210480,332043
203710,0,0,264178,337633
203711,0,0,318468,326488
203712,0,0,347101,303136
203801,0,0,343531,366176
203802,0,0,264026,342021
203803,0,0,200933,296678
203804,0,0,220080,372389
203805,0,0,207435,368686
203806,0,0,198432,358810
203807,0,0,200425,364067
203808,0,0,175285,334675
203809,0,0,207857,348597
203810,0,0,262157,354465
203811,0,0,318843,342765
203812,0,0,350592,318248
203901,0,0,343642,384178
203902,0,0,262478,358835
203903,0,0,198621,311263
203904,0,0,217306,390696
203905,0,0,204859,386812
203906,0,0,196198,376450
203907,0,0,197998,381966
203908,0,0,172458,351129
203909,0,0,204825,365735
203910,0,0,259661,371891
203911,0,0,318781,359616
203912,0,0,353750,333894
